,engine,adequacy,fluency,rdf,lex,translation
462,google translate,,,"['Ashgabat_International_Airport | operatingOrganisation | Turkmenistan_Airlines', 'Turkmenistan_Airlines | headquarter | Turkmenistan', 'Ashgabat_International_Airport | runwayLength | 900.0', 'Turkmenistan_Airlines | hubAirport | Turkmenabat_Airport', 'Turkmenistan_Airlines | headquarter | Ashgabat']","The operating organization for Ashgabat International Airport is called Turkmenistan Airlines whose headquarters is in Ashgabat, Turkmenistan. Its runway length is 900 m. Turkmenabat airport is the hub for Turkmenistan airlines.","Provozní organizace pro mezinárodní letiště Ašchabad se nazývá Turkmenistan Airlines, jejíž sídlo je v Ašchabadu v Turkmenistánu. Délka jeho dráhy je 900 m. Letiště Turkmenabat je uzlem pro turkmenistánské letecké společnosti."
463,google translate,,,"['Ashgabat_International_Airport | operatingOrganisation | Turkmenistan_Airlines', 'Turkmenistan_Airlines | headquarter | Turkmenistan', 'Ashgabat_International_Airport | runwayLength | 900.0', 'Turkmenistan_Airlines | hubAirport | Turkmenabat_Airport', 'Turkmenistan_Airlines | headquarter | Ashgabat']","The operating organization for Ashgabat International Airport is called Turkmenistan Airlines; the Turkmenabat Airport is the hub for the Airline. The headquarters of Turkmenistan Airlines are in Ashgabat, Turkmenistan. The Airport has a runway length of 900.0.","Provozní organizace pro mezinárodní letiště Ašchabad se nazývá Turkmenistan Airlines; letiště Turkmenabat je centrem letecké společnosti. Centrála Turkmenistan Airlines je v Ašchabadu v Turkmenistánu. Letiště má délku dráhy 900,0."
464,google translate,,,"['Appleton,_Wisconsin | isPartOf | Kimberly,_Wisconsin']","Appleton, Wisconsin is part of Kimberly, Wisconsin.","Appleton, Wisconsin je součástí Kimberly, Wisconsin."
465,google translate,,,"['107_Camilla | discoverer | N._R._Pogson', 'N._R._Pogson | deathPlace | Chennai', 'N._R._Pogson | birthPlace | Nottingham', '107_Camilla | discovered | 2001-03-01', 'N._R._Pogson | nationality | England']",The British NR Pogson (born Nottingham died Chennai) discovered 107 Camilla on 1 March 2001.,Britský NR Pogson (narozen Nottingham zemřel Chennai) objevil 107 Camilla dne 1. března 2001.
466,google translate,,,"['107_Camilla | discoverer | N._R._Pogson', 'N._R._Pogson | deathPlace | Chennai', 'N._R._Pogson | birthPlace | Nottingham', '107_Camilla | discovered | 2001-03-01', 'N._R._Pogson | nationality | England']","NR Pogson, who died in Chennai, was an Englishman born in Nottingham. He discovered 107 Camilla on 1 March 2001.","NR Pogson, který zemřel v Chennai, byl Angličan narozený v Nottinghamu. 1. března 2001 objevil 107 Camilly."
467,google translate,,,"['107_Camilla | discoverer | N._R._Pogson', 'N._R._Pogson | deathPlace | Chennai', 'N._R._Pogson | birthPlace | Nottingham', '107_Camilla | discovered | 2001-03-01', 'N._R._Pogson | nationality | England']","The British N.R. Pogson, the discoverer of the asteroid 107 Camilla, was born in Nottingham and died in Chennai. He made the discovery of the asteroid on March 1st, 2001.","Britský N.R. Pogson, objevitel asteroidu 107 Camilla, se narodil v Nottinghamu a zemřel v Chennai. Asteroid objevil 1. března 2001."
468,cubbitt,5.0,5.0,['Alfredo_Zitarrosa | genre | Candombe'],Alfredo Zitarrosa's musical genre is Candombe.,Hudební žánr Alfreda Zitarrosy je Candombe.
469,cubbitt,5.0,5.0,['Alfredo_Zitarrosa | genre | Candombe'],The musical genre of Alfredo Zitarrosa is Candombe.,Hudebním žánrem Alfreda Zitarrosy je Candombe.
470,cubbitt,5.0,5.0,"['Alcobendas | isPartOf | Community_of_Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas', 'ENAIRE | city | Madrid', 'Madrid | country | Spain', 'Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE']","ENAIRE, in the city of Madrid, is the operator of Adolfo Suarez Madrid-Barajas airport in Alcobendas, part of the community of Madrid in Spain.","Společnost ENAIRE je ve městě Madrid provozovatelem letiště Adolfo Suarez Madrid-Barajas v Alcobendas, které je součástí španělského společenství Madrid."
471,cubbitt,5.0,3.0,"['Alcobendas | isPartOf | Community_of_Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas', 'ENAIRE | city | Madrid', 'Madrid | country | Spain', 'Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE']","Adolfo Suárez Madrid–Barajas Airport, is located in Alcobendas, Madrid, Spain. ENAIRE is based in the city and is the operating organization for the airport.","Adolfo Suárez Madrid–Barajas Airport, se nachází v Alcobendas, Madrid, Španělsko. ENAIRE sídlí ve městě a je provozní organizací letiště."
472,cubbitt,5.0,4.0,"['United_States | ethnicGroup | African_Americans', 'United_States | leader | Barack_Obama', 'A_Wizard_of_Mars | language | English_language', 'English_language | spokenIn | Great_Britain', 'A_Wizard_of_Mars | country | United_States']",A Wizard of Mars originates from the United States where Barack Obama is the leader and African Americans are an ethnic Group. The book is written in English which is a language spoken in Great Britain.,"Čaroděj z Marsu pochází ze Spojených států, kde je vůdcem Barack Obama a Afroameričané jsou etnickou skupinou. Kniha je napsána v angličtině, což je jazyk, kterým se mluví ve Velké Británii."
473,cubbitt,3.0,5.0,"['United_States | ethnicGroup | African_Americans', 'United_States | leader | Barack_Obama', 'A_Wizard_of_Mars | language | English_language', 'English_language | spokenIn | Great_Britain', 'A_Wizard_of_Mars | country | United_States']",A Wizard of Mars is written in English which is also a language spoken in Great Britain. The book originates from the United States where African Americans are one ethnic group and Barack Obama is the leader.,"Čaroděj z Marsu je napsán anglicky, což je také jazyk, kterým se mluví ve Velké Británii. Kniha pochází ze Spojených států, kde jsou Afroameričané jednou etnickou skupinou a Barack Obama jejím vůdcem."
474,cubbitt,5.0,5.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Alex Day performs electronic music, plays with the band Chameleon Circuit and is associated with the musical artist, Charlie McDonnell.","Alex Day hraje elektronickou hudbu, hraje s kapelou Chameleon Circuit a je spojen s hudebním umělcem Charliem McDonnellem."
475,cubbitt,5.0,5.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Electronic musician Alex Day is part of Chameleon Circuit and associated with artist, Charlie McDonnell.",Elektronický hudebník Alex Day je součástí Chameleon Circuit a je spojený s umělcem Charliem McDonnellem.
476,cubbitt,5.0,3.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Alex Day, whose musical genre is Electronic music, plays with the band Chameleon Circuit and is associated with the musical artist Charlie McDonnell.","Alex Day, jehož hudebním žánrem je Electronic music, hraje s kapelou Chameleon Circuit a je spojen s hudebním umělcem Charliem McDonnellem."
477,cubbitt,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']","Hypermarcas is a company which sells cosmetics; their revenue is $1,800,000,000.","Hypermarcas je společnost, která prodává kosmetiku; jejich příjmy činí 1 800 000 000 dolarů."
478,cubbitt,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']","Hypermarcas makes $1,800,000,000 a year, in part from its production of cosmetics products.","Hypermarcas vydělává 1 800 000 000 dolarů ročně, částečně díky výrobě kosmetických výrobků."
479,cubbitt,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']",Hypermarcas earns 1800000000 annually by selling cosmetics.,Hypermarcas vydělává 18000000 ročně prodejem kosmetiky.
480,cubbitt,5.0,1.0,"['(410777)_2009_FD | discoverer | Spacewatch', '(410777)_2009_FD | periapsis | 88234300000.0', '(410777)_2009_FD | apoapsis | 259776702.47055 (kilometres)']","Discovered by Spacewatch, (410777) 2009 FD, has an apoapsis of 259776702.47055 kilometers, and an periapsis of, 88234300000.0.","Objeven Spacewatch, (410777) 2009 FD, má apoapsu 259776702.47055 kilometrů a periapsu 88234300000.0."
481,cubbitt,5.0,2.0,"['(410777)_2009_FD | discoverer | Spacewatch', '(410777)_2009_FD | periapsis | 88234300000.0', '(410777)_2009_FD | apoapsis | 259776702.47055 (kilometres)']","(410777) 2009 FD, with the periapsis of 88234300000.0 and an apoapsis of 259776702.47055 km, was discovered by Spacewatch.","(410777) 2009 FD, s periapsí 88234300000.0 a apoapsí 259776702.47055 km, byl objeven Spacewatch."
482,cubbitt,5.0,4.0,['United_States | ethnicGroup | Asian_Americans'],"One of the ethnic groups in the United States, is Asian Americans.","Jedna z etnických skupin ve Spojených státech, jsou asijští Američané."
483,cubbitt,5.0,5.0,['United_States | ethnicGroup | Asian_Americans'],Asian Americans are an ethnic group in the U.S.,Asijští Američané jsou etnickou skupinou v USA.
484,cubbitt,5.0,5.0,['United_States | ethnicGroup | Asian_Americans'],The Asian Americans are an ethnic group of the United States.,Asijští Američané jsou etnickou skupinou Spojených států.
485,cubbitt,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']",American Abraham A. Ribicoff was a member of the Democratic Party in the United States. He was the Governor of Connecticut and died in New York City.,Američan Abraham A. Ribicoff byl členem Demokratické strany ve Spojených státech. Byl guvernérem Connecticutu a zemřel v New Yorku.
486,cubbitt,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']",Abraham A. Ribicoff was born in the U.S and was a United States national. He was a member of the United States Democratic party and served as the governor of Connecticut before he died in New York city.,Abraham A. Ribicoff se narodil v USA a byl státním příslušníkem Spojených států. Byl členem Demokratické strany Spojených států a před smrtí v New Yorku působil jako guvernér Connecticutu.
487,cubbitt,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']","An American National, Abraham A Ribicoff was born in the United States and passed away in New York City. Abraham A. Ribicoff was a member of the Democratic Party in the United States and worked as Governor of Connecticut.","Americký státní příslušník, Abraham A Ribicoff se narodil ve Spojených státech a zemřel v New Yorku. Abraham A. Ribicoff byl členem Demokratické strany ve Spojených státech a pracoval jako guvernér Connecticutu."
488,cubbitt,5.0,4.0,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']","Addiction journal (abbreviated to Addiction) is published by Wiley-Blackwell. It has the ISSN number 0965-2140, and the LCCN number 93645978.",Časopis Závislost (zkráceně Addiction) vydává Wiley-Blackwell. Má číslo ISSN 0965-2140 a číslo LCCN 93645978.
489,cubbitt,5.0,5.0,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']","Wiley-Blackwell is the publisher of Addiction (journal), known as Addiction, ISSN number of 0965-2140 and LCCN number 93645978.","Wiley-Blackwell je vydavatelem časopisu Addiction (Závislost), známého jako Addiction, ISSN číslo 0965-2140 a LCCN číslo 93645978."
490,cubbitt,,,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']",The Addiction journal (abbreviated to Addiction) was published by Wiley-Blackwell. It has an ISSN number of 0965-2140 and an LCCN number of 93645978.,Časopis Závislost (zkráceně Závislost) vydal Wiley-Blackwell. Má číslo ISSN 0965-2140 a číslo LCCN 93645978.
491,cubbitt,5.0,4.0,"['Athens_International_Airport | cityServed | Athens', 'Athens | country | Greece', 'Greece | language | Greek_language', 'Greece | leader | Nikos_Voutsis', 'Greece | leader | Prokopis_Pavlopoulos']",The Athens International Airport serves the city of Athens in Greece. The leaders of Greece are Nikos Voutsis and Prokopis Pavlopoulos. Greek is spoken in that country.,Aténské mezinárodní letiště obsluhuje město Atény v Řecku. Vedoucími představiteli Řecka jsou Nikos Voutsis a Prokopis Pavlopoulos. V té zemi se mluví řecky.
492,cubbitt,4.0,3.0,"['Athens_International_Airport | cityServed | Athens', 'Athens | country | Greece', 'Greece | language | Greek_language', 'Greece | leader | Nikos_Voutsis', 'Greece | leader | Prokopis_Pavlopoulos']","Athens International Airport serves the city of Athens, Greece. Two leaders there are Nikos Voutsis and Prokopis Pavlopoulos. Greek is the language of Greece.",Aténské mezinárodní letiště slouží městu Atény v Řecku. Dva vedoucí jsou Nikos Voutsis a Prokopis Pavlopoulos. Řečtina je řečtina.
493,cubbitt,5.0,5.0,"['India | largestCity | Mumbai', 'AWH_Engineering_College | country | India', 'AWH_Engineering_College | state | Kerala', 'AWH_Engineering_College | city | ""Kuttikkattoor""']","The AWH Engineering College is located in Kuttikkattoor, Kerala, India. Mumbai is the largest city in India.",AWH Engineering College sídlí v Kuttikkattooru v indické Kérale. Bombaj je největší město v Indii.
494,cubbitt,5.0,5.0,"['India | largestCity | Mumbai', 'AWH_Engineering_College | country | India', 'AWH_Engineering_College | state | Kerala', 'AWH_Engineering_College | city | ""Kuttikkattoor""']","The AWH Engineering College is located in the city of Kuttikkattoor in the state of Kerala, India. The largest city in India is Mumbai.",AWH Engineering College se nachází ve městě Kuttikkattoor ve státě Kerala v Indii. Největším městem v Indii je Bombaj.
495,cubbitt,3.0,5.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is an ingredient of Bandeja paisa.,Smažené vejce je ingrediencí Bandeja paisa.
496,cubbitt,3.0,5.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is one of the ingredients of Bandeja paisa.,Smažené vejce je jednou z ingrediencí Bandeja paisa.
497,cubbitt,3.0,3.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is an ingredient in bandeja paisa.,Smažené vejce je přísada do bandeja paisa.
498,cubbitt,5.0,5.0,['Andra_(singer) | genre | Dance-pop'],The musical genre of the singer Andra is dance pop.,Hudebním žánrem zpěvačky Andry je taneční pop.
499,cubbitt,5.0,5.0,['Andra_(singer) | genre | Dance-pop'],Andra is a singer and her music genre is Dance-pop.,Andra je zpěvačka a její hudební žánr je Dance-pop.
500,cubbitt,5.0,5.0,['Andra_(singer) | genre | Dance-pop'],Andra is a singer of Dance-pop music.,Andra je zpěvačka Dance-pop music.
501,cubbitt,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",New Zealand's Adrmore Airport has a runway length of 597 metres and is 34 meters above sea level. Its 3rd runway surface is consists of Poaceae and its runway name is 03L/21R.,Novozélandské letiště Adrmore má délku vzletové a přistávací dráhy 597 metrů a je 34 metrů nad mořem. Jeho třetí vzletovou a přistávací plochu tvoří Poaceae a jeho název je 03L/21R.
502,cubbitt,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",Ardmore Airport (New Zealand) is 34 meters above sea level. Its 3rd runway has the surface type of poaceae and is 597.0 in length with the name 03L/21R.,"Letiště Ardmore (Nový Zéland) leží ve výšce 34 metrů nad mořem. Jeho 3. dráha má povrchový typ poaceae a je dlouhá 597,0 s názvem 03L/21R."
503,cubbitt,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",Ardmore Airport in New Zealand is 34 metres above sea level and has a 3rd runway made of poaceae. The runway name is 03L/21R and it has a length of 597.0.,"Letiště Ardmore na Novém Zélandu leží ve výšce 34 metrů nad mořem a má třetí ranvej z poaceae. Název dráhy je 03L/21R a má délku 597,0."
504,cubbitt,5.0,5.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']",A.S. Gubbio 1910 has 5300 members and their ground is located in Italy.,A.S. Gubbio 1910 má 5300 členů a jejich území se nachází v Itálii.
505,cubbitt,5.0,5.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']",A.S. Gubbio 1910 in Italy has 5300 members.,A.S. Gubbio 1910 v Itálii má 5300 členů.
506,cubbitt,5.0,3.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']","The ground of A.S. Gubbio 1910 is located in Italy, the team have 5300 members.","Půda A.S. Gubbio 1910 se nachází v Itálii, tým má 5300 členů."
507,cubbitt,5.0,5.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']",AC Cesena play in the Serie B league which has been won by Carpi F.C. 1909 in the past. Their ground is located in Italy.,"AC Cesena hraje ligu Serie B, kterou v minulosti vyhrál Carpi F.C. 1909. Jejich sídlo se nachází v Itálii."
508,cubbitt,5.0,3.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']",A.C. Cesena's ground is located in Italy and they are part of the Serie B league which was previously won by Carpi FC 1909.,"Pozemky A.C. Ceseny se nacházejí v Itálii a jsou součástí ligy Serie B, kterou předtím vyhrál Carpi FC 1909."
509,cubbitt,5.0,4.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']","AC Cesena, whose ground is located in Italy, are in the Serie B league. Carpi FC 1909 are previous champions of Serie B.","AC Cesena, jejíž území se nachází v Itálii, patří do ligy Serie B. Carpi FC 1909 jsou předchozími šampiony Serie B."
510,cubbitt,5.0,4.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']",John van den Brom is in Vitesse Arnhem and plays for AFC Ajax. He has also been manager for AZ Alkmaar which is owned by Max Huiberts.,"John van den Brom hraje ve Vitesse Arnhem a hraje za AFC Ajax. Byl také manažerem společnosti AZ Alkmaar, kterou vlastní Max Huiberts."
511,cubbitt,5.0,5.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']",John van den Brom plays for Vitesse Arnhem. He also plays for AFC Ajax and manages AZ Alkmaar which is owned by Max Huiberts.,"John van den Brom hraje za Vitesse Arnhem. Hraje také za AFC Ajax a řídí AZ Alkmaar, který vlastní Max Huiberts."
512,cubbitt,5.0,5.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']","The manager of AZ Alkmaar, owned by Max Huiberts, is John van den Brom who plays for AFC Ajax and Vitesse Arnhem.","Manažerem společnosti AZ Alkmaar, kterou vlastní Max Huiberts, je John van den Brom, který hraje za AFC Ajax a Vitesse Arnhem."
513,cubbitt,5.0,4.0,['Aaron_Bertram | associatedBand/associatedMusicalArtist | Suburban_Legends'],Aaron Bertram plays for the Suburban Legends band.,Aaron Bertram hraje za kapelu Suburban Legends.
514,cubbitt,5.0,5.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","Abraham A Ribicoff was born in New Britain, Connecticut and died in his native land. He was married to Casey Ribicoff and African Americans are among the ethnic groups in the country.",Abraham A. Ribicoff se narodil v Nové Británii v Connecticutu a zemřel ve své rodné zemi. Byl ženatý s Casey Ribicoffovou a Afroameričané patří mezi etnické skupiny v zemi.
515,cubbitt,5.0,4.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","Abraham A Ribicoff is from the United States, born in New Britain, Connecticut. Casey Ribicoff was the spouse of Abraham A. Ribicoff, who died in the United States, the country where one of the ethnic groups is, African Americans.","Abraham A Ribicoff pochází ze Spojených států, narodil se v Nové Británii v Connecticutu. Casey Ribicoff byl manžel Abrahama A. Ribicoffa, který zemřel ve Spojených státech, zemi, kde je jedna z etnických skupin, Afroameričané."
516,cubbitt,5.0,5.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","African Americans are an ethnic group of the United States, where one of the nationals is Abraham A. Ribicoff. He, born in New Britain, Connecticut, was married to Casey Ribicoff, and died in the United States.","Afroameričané jsou etnickou skupinou Spojených států, kde jedním ze státních příslušníků je Abraham A. Ribicoff. Narodil se v Nové Británii v Connecticutu, oženil se s Casey Ribicoffovou a zemřel ve Spojených státech."
517,cubbitt,5.0,3.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology's campus in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India is affiliated to the Visvesvaraya Technological University. It was established in 2000.","Kampus Acharya Institute of Technology v Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, Indie je přidružena k Visvesvaraya Technological University. Byla založena v roce 2000."
518,cubbitt,5.0,4.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology in India which is affiliated with the Visvesvaraya Technological University was established in 2000. The campus is located at In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.","Acharya Institute of Technology v Indii, který je přidružen k Visvesvaraya Technological University, byl založen v roce 2000. Areál se nachází na adrese In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."
519,cubbitt,5.0,4.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology was established in 2000. It is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. It is affiliated with the Visvesvaraya Technological University.","Acharya Institute of Technology byl založen v roce 2000. Nachází se v Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Indie. Je přidružena k Technologické univerzitě Visvesvaraya."
520,cubbitt,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']","The Delta II, launched at Cape Canaveral Air Force Station Space Launch Complex 17, originates from the United States and is comparable to the Antares rocket.","Delta II, vypuštěná na vesmírném odpalovacím komplexu 17 na mysu Canaveral Air Force Station, pochází ze Spojených států a je srovnatelná s raketou Antares."
521,cubbitt,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']",The Delta II was launched at the Cape Canaveral Air Force Station at Space Launch Complex 17. The Delta II is from the United States and the rocket Antares is comparable to it.,Delta II byla vypuštěna na letecké základně Cape Canaveral v kosmonautickém odpalovacím komplexu 17. Delta II je ze Spojených států a raketa Antares je s ní srovnatelná.
522,cubbitt,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']","The Delta II originated in the United States and was launched at the Cape Canaveral Air Force Station, at Cape Canaveral Air Force Station Space Launch Complex 17. The rocket Antares is comparable to Delta II.","Delta II vznikla ve Spojených státech a byla vypuštěna na základně Cape Canaveral Air Force Station, na Mysu Canaveral Air Force Station Space Launch Complex 17. Raketa Antares je srovnatelná s Deltou II."
523,cubbitt,4.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The diameter of the ALV X-1 is 1.524 metres.,Průměr ALV X-1 je 1.524 metrů.
524,cubbitt,5.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The ALV X-1 has a diameter of 1.524 metres.,"ALV X-1 má průměr 1,524 metru."
525,cubbitt,4.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The ALV X-1 diameter is 1.524 metres.,Průměr ALV X-1 je 1.524 metrů.
526,cubbitt,5.0,4.0,"['Adam_McQuaid | birthPlace | Charlottetown', 'Adam_McQuaid | birthDate | 1986-10-12', 'Adam_McQuaid | weight | 94.8024 (kilograms)', 'Adam_McQuaid | birthYear | 1986']","Born in Charlottetown on Oct 12, 1986, Adam McQuaid weighs 94.8024 kilos.","Narozen v Charlottetownu 12. října 1986, Adam McQuaid váží 94,8024 kilo."
